unidade;ano;mes;setor_centro_custo;leito_dia;leito_operacional_sem_extra
HEM;2025;6;UTI - ADULTO;103;103
HEM;2025;7;ALA A;966;966
HEM;2025;7;ALA C;954;954
HEM;2025;7;ALA D;372;372
HEM;2025;7;CTI - ADULTO;459;459
HEM;2025;7;SALA DE VACINA;31;31
HEM;2025;7;TOMOGRAFIA;31;31
HEM;2025;7;ULTRASSONOGRAFIA;31;31
HEM;2025;7;UNIDADE DE DECISÃO CLÍNICA;31;31
HEM;2025;8;ALA A;945;945
HEM;2025;8;ALA C;956;956
HEM;2025;8;ALA D;372;372
HEM;2025;8;CTI - ADULTO;526;526
HEM;2025;8;SALA DE VACINA;31;31
HEM;2025;8;TOMOGRAFIA;31;31
HEM;2025;8;ULTRASSONOGRAFIA;31;31
HEM;2025;8;UNIDADE DE DECISÃO CLÍNICA;31;31
HEM;2025;9;ALA A;954;954
HEM;2025;9;ALA C;986;986
HEM;2025;9;ALA D;359;359
HEM;2025;9;CTI - ADULTO;465;465
HEM;2025;9;SALA DE VACINA;30;30
HEM;2025;9;TOMOGRAFIA;30;30
HEM;2025;9;ULTRASSONOGRAFIA;30;30
HEM;2025;9;UNIDADE DE DECISÃO CLÍNICA;30;30
HEM;2025;10;ALA A;981;981
HEM;2025;10;ALA C;1039;1039
HEM;2025;10;ALA D;372;372
HEM;2025;10;CTI - ADULTO;372;372
HEM;2025;10;SALA DE VACINA;9;9
HEM;2025;10;TOMOGRAFIA;9;9
HEM;2025;10;ULTRASSONOGRAFIA;9;9
HEM;2025;10;UNIDADE DE DECISÃO CLÍNICA;9;9
HEM;2025;11;ALA A;977;977
HEM;2025;11;ALA C;1000;1000
HEM;2025;11;ALA D;334;334
HEM;2025;11;CTI - ADULTO;324;324
HEM;2025;12;ALA A;984;984
HEM;2025;12;ALA C;1011;1011
HEM;2025;12;ALA D;338;338
HEM;2025;12;CTI - ADULTO;310;310
HIJPII;2022;1;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2193;2193
HIJPII;2022;1;UNIDADE INTERNAÇÃO - CURTO PRAZO;406;0
HIJPII;2022;1;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;902;902
HIJPII;2022;1;UTI;496;496
HIJPII;2022;2;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1875;1875
HIJPII;2022;2;UNIDADE INTERNAÇÃO - CURTO PRAZO;357;0
HIJPII;2022;2;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;801;801
HIJPII;2022;2;UTI;448;448
HIJPII;2022;3;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2288;2288
HIJPII;2022;3;UNIDADE INTERNAÇÃO - CURTO PRAZO;546;0
HIJPII;2022;3;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;927;927
HIJPII;2022;3;UTI;496;496
HIJPII;2022;4;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2234;2234
HIJPII;2022;4;UNIDADE INTERNAÇÃO - CURTO PRAZO;454;0
HIJPII;2022;4;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;897;897
HIJPII;2022;4;UTI;480;480
HIJPII;2022;5;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2313;2313
HIJPII;2022;5;UNIDADE INTERNAÇÃO - CURTO PRAZO;512;0
HIJPII;2022;5;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;930;930
HIJPII;2022;5;UTI;496;496
HIJPII;2022;6;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2225;2225
HIJPII;2022;6;UNIDADE INTERNAÇÃO - CURTO PRAZO;502;0
HIJPII;2022;6;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;900;900
HIJPII;2022;6;UTI;480;480
HIJPII;2022;7;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2282;2282
HIJPII;2022;7;UNIDADE INTERNAÇÃO - CURTO PRAZO;450;0
HIJPII;2022;7;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;930;930
HIJPII;2022;7;UTI;496;496
HIJPII;2022;8;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2251;2251
HIJPII;2022;8;UNIDADE INTERNAÇÃO - CURTO PRAZO;388;0
HIJPII;2022;8;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;930;930
HIJPII;2022;8;UTI;448;448
HIJPII;2022;9;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2235;2235
HIJPII;2022;9;UNIDADE INTERNAÇÃO - CURTO PRAZO;403;0
HIJPII;2022;9;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;900;900
HIJPII;2022;9;UTI;346;346
HIJPII;2022;10;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2325;2325
HIJPII;2022;10;UNIDADE INTERNAÇÃO - CURTO PRAZO;445;0
HIJPII;2022;10;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;930;930
HIJPII;2022;10;UTI;363;363
HIJPII;2022;11;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2250;2250
HIJPII;2022;11;UNIDADE INTERNAÇÃO - CURTO PRAZO;504;0
HIJPII;2022;11;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;900;900
HIJPII;2022;11;UTI;462;462
HIJPII;2022;12;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2325;2325
HIJPII;2022;12;UNIDADE INTERNAÇÃO - CURTO PRAZO;436;0
HIJPII;2022;12;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;930;930
HIJPII;2022;12;UTI;496;496
HIJPII;2023;1;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2325;2325
HIJPII;2023;1;UNIDADE INTERNAÇÃO - CURTO PRAZO;422;0
HIJPII;2023;1;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;930;930
HIJPII;2023;1;UTI;496;496
HIJPII;2023;2;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2100;2100
HIJPII;2023;2;UNIDADE INTERNAÇÃO - CURTO PRAZO;514;0
HIJPII;2023;2;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;840;840
HIJPII;2023;2;UTI;448;448
HIJPII;2023;3;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2174;2174
HIJPII;2023;3;UNIDADE INTERNAÇÃO - CURTO PRAZO;579;0
HIJPII;2023;3;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;872;872
HIJPII;2023;3;UTI;464;464
HIJPII;2023;4;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2199;2199
HIJPII;2023;4;UNIDADE INTERNAÇÃO - CURTO PRAZO;506;0
HIJPII;2023;4;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;900;900
HIJPII;2023;4;UTI;480;480
HIJPII;2023;5;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2314;2314
HIJPII;2023;5;UNIDADE INTERNAÇÃO - CURTO PRAZO;541;0
HIJPII;2023;5;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;930;930
HIJPII;2023;5;UTI;496;496
HIJPII;2023;6;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2224;2224
HIJPII;2023;6;UNIDADE INTERNAÇÃO - CURTO PRAZO;421;0
HIJPII;2023;6;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;900;900
HIJPII;2023;6;UTI;480;480
HIJPII;2023;7;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2294;2294
HIJPII;2023;7;UNIDADE INTERNAÇÃO - CURTO PRAZO;471;0
HIJPII;2023;7;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;928;928
HIJPII;2023;7;UTI;496;496
HIJPII;2023;8;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2294;2294
HIJPII;2023;8;UNIDADE INTERNAÇÃO - CURTO PRAZO;422;0
HIJPII;2023;8;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;926;926
HIJPII;2023;8;UTI;496;496
HIJPII;2023;9;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2220;2220
HIJPII;2023;9;UNIDADE INTERNAÇÃO - CURTO PRAZO;420;0
HIJPII;2023;9;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;882;882
HIJPII;2023;9;UTI;480;480
HIJPII;2023;10;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2296;2296
HIJPII;2023;10;UNIDADE INTERNAÇÃO - CURTO PRAZO;359;0
HIJPII;2023;10;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;909;909
HIJPII;2023;10;UTI;496;496
HIJPII;2023;11;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2211;2211
HIJPII;2023;11;UNIDADE INTERNAÇÃO - CURTO PRAZO;348;0
HIJPII;2023;11;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;836;836
HIJPII;2023;11;UTI;480;480
HIJPII;2023;12;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2288;2288
HIJPII;2023;12;UNIDADE INTERNAÇÃO - CURTO PRAZO;378;0
HIJPII;2023;12;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;919;919
HIJPII;2023;12;UTI;496;496
HIJPII;2024;1;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2314;2314
HIJPII;2024;1;UNIDADE INTERNAÇÃO - CURTO PRAZO;332;0
HIJPII;2024;1;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;932;932
HIJPII;2024;1;UTI;498;498
HIJPII;2024;2;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2175;2175
HIJPII;2024;2;UNIDADE INTERNAÇÃO - CURTO PRAZO;389;0
HIJPII;2024;2;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;870;870
HIJPII;2024;2;UTI;464;464
HIJPII;2024;3;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2325;2325
HIJPII;2024;3;UNIDADE INTERNAÇÃO - CURTO PRAZO;646;0
HIJPII;2024;3;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;930;930
HIJPII;2024;3;UTI;496;496
HIJPII;2024;4;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2250;2250
HIJPII;2024;4;UNIDADE INTERNAÇÃO - CURTO PRAZO;637;0
HIJPII;2024;4;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;900;900
HIJPII;2024;4;UTI;480;480
HIJPII;2024;5;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2325;2325
HIJPII;2024;5;UNIDADE INTERNAÇÃO - CURTO PRAZO;499;0
HIJPII;2024;5;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;930;930
HIJPII;2024;5;UTI;496;496
HIJPII;2024;6;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2250;2250
HIJPII;2024;6;UNIDADE INTERNAÇÃO - CURTO PRAZO;401;0
HIJPII;2024;6;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;872;872
HIJPII;2024;6;UTI;480;480
HIJPII;2024;7;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2322;2322
HIJPII;2024;7;UNIDADE INTERNAÇÃO - CURTO PRAZO;417;0
HIJPII;2024;7;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;806;806
HIJPII;2024;7;UTI;496;496
HIJPII;2024;8;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2325;2325
HIJPII;2024;8;UNIDADE INTERNAÇÃO - CURTO PRAZO;399;0
HIJPII;2024;8;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;806;806
HIJPII;2024;8;UTI;496;496
HIJPII;2024;9;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2250;2250
HIJPII;2024;9;UNIDADE INTERNAÇÃO - CURTO PRAZO;440;0
HIJPII;2024;9;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;780;780
HIJPII;2024;9;UTI;480;480
HIJPII;2024;10;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2325;2325
HIJPII;2024;10;UNIDADE INTERNAÇÃO - CURTO PRAZO;379;0
HIJPII;2024;10;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;806;806
HIJPII;2024;10;UTI;496;496
HIJPII;2024;11;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2250;2250
HIJPII;2024;11;UNIDADE INTERNAÇÃO - CURTO PRAZO;274;0
HIJPII;2024;11;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;816;816
HIJPII;2024;11;UTI;480;480
HIJPII;2024;12;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2325;2325
HIJPII;2024;12;UNIDADE INTERNAÇÃO - CURTO PRAZO;217;0
HIJPII;2024;12;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;930;930
HIJPII;2024;12;UTI;496;496
HIJPII;2025;1;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2325;2325
HIJPII;2025;1;UNIDADE INTERNAÇÃO - CURTO PRAZO;226;0
HIJPII;2025;1;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;930;930
HIJPII;2025;1;UTI;496;496
HIJPII;2025;2;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2100;2100
HIJPII;2025;2;UNIDADE INTERNAÇÃO - CURTO PRAZO;238;0
HIJPII;2025;2;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;840;840
HIJPII;2025;2;UTI;448;448
HIJPII;2025;3;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2325;2325
HIJPII;2025;3;UNIDADE INTERNAÇÃO - CURTO PRAZO;273;0
HIJPII;2025;3;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;930;930
HIJPII;2025;3;UTI;496;496
HIJPII;2025;4;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2250;2250
HIJPII;2025;4;UNIDADE INTERNAÇÃO - CURTO PRAZO;395;0
HIJPII;2025;4;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;908;906
HIJPII;2025;4;UTI;480;480
HIJPII;2025;5;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2265;2265
HIJPII;2025;5;UNIDADE INTERNAÇÃO - CURTO PRAZO;482;0
HIJPII;2025;5;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;1038;961
HIJPII;2025;5;UTI;496;496
HIJPII;2025;6;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2190;2190
HIJPII;2025;6;UNIDADE INTERNAÇÃO - CURTO PRAZO;252;0
HIJPII;2025;6;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;950;915
HIJPII;2025;6;UTI;480;480
HIJPII;2025;7;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2263;2263
HIJPII;2025;7;UNIDADE INTERNAÇÃO - CURTO PRAZO;179;0
HIJPII;2025;7;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;930;930
HIJPII;2025;7;UTI;496;496
HIJPII;2025;8;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2058;2058
HIJPII;2025;8;UNIDADE INTERNAÇÃO - CURTO PRAZO;187;0
HIJPII;2025;8;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;800;800
HIJPII;2025;8;UTI;503;503
HIJPII;2025;9;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1953;1953
HIJPII;2025;9;UNIDADE INTERNAÇÃO - CURTO PRAZO;156;0
HIJPII;2025;9;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;750;750
HIJPII;2025;9;UTI;510;510
HIJPII;2025;10;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2012;2012
HIJPII;2025;10;UNIDADE INTERNAÇÃO - CURTO PRAZO;178;0
HIJPII;2025;10;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;781;781
HIJPII;2025;10;UTI;512;512
HIJPII;2025;11;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1886;1886
HIJPII;2025;11;UNIDADE INTERNAÇÃO - CURTO PRAZO;171;0
HIJPII;2025;11;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;823;823
HIJPII;2025;11;UTI;480;480
HIJPII;2025;12;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;1922;1922
HIJPII;2025;12;UNIDADE INTERNAÇÃO - CURTO PRAZO;180;0
HIJPII;2025;12;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;899;899
HIJPII;2025;12;UTI;496;496
HJK;2022;1;ALOJAMENTO CONJUNTO;1097;889
HJK;2022;1;UNIDADE DE URGENCIA - CLINICA MEDICA;1038;1038
HJK;2022;1;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;670;670
HJK;2022;1;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;1422;1422
HJK;2022;1;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;1481;1481
HJK;2022;1;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;713;713
HJK;2022;1;UTI - NEONATAL E PEDIATRICO UTIN E UCIN;620;620
HJK;2022;1;UTI COVID-19;603;603
HJK;2022;1;UTI CTI;304;304
HJK;2022;2;ALOJAMENTO CONJUNTO;986;775
HJK;2022;2;UNIDADE DE URGENCIA - CLINICA MEDICA;1092;1092
HJK;2022;2;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;745;745
HJK;2022;2;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;806;806
HJK;2022;2;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;1256;1256
HJK;2022;2;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;687;687
HJK;2022;2;UTI - NEONATAL E PEDIATRICO UTIN E UCIN;560;560
HJK;2022;2;UTI COVID-19;560;560
HJK;2022;2;UTI CTI;280;280
HJK;2022;3;ALOJAMENTO CONJUNTO;1105;861
HJK;2022;3;UNIDADE DE URGENCIA - CLINICA MEDICA;1153;1153
HJK;2022;3;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;942;942
HJK;2022;3;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;801;801
HJK;2022;3;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;1285;1285
HJK;2022;3;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;691;691
HJK;2022;3;UTI - NEONATAL E PEDIATRICO UTIN E UCIN;620;620
HJK;2022;3;UTI COVID-19;384;384
HJK;2022;3;UTI CTI;310;310
HJK;2022;4;ALOJAMENTO CONJUNTO;1052;822
HJK;2022;4;UNIDADE DE URGENCIA - CLINICA MEDICA;113;113
HJK;2022;4;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;1120;1120
HJK;2022;4;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;1310;1310
HJK;2022;4;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;1412;1412
HJK;2022;4;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;671;671
HJK;2022;4;UTI - NEONATAL E PEDIATRICO UTIN E UCIN;600;600
HJK;2022;4;UTI COVID-19;300;300
HJK;2022;4;UTI CTI;300;300
HJK;2022;5;ALOJAMENTO CONJUNTO;1084;892
HJK;2022;5;UNIDADE DE CUIDADO INTERMEDIARIO NEONATAL CONVENCIONAL;10;10
HJK;2022;5;UNIDADE DE URGENCIA - CLINICA MEDICA;20;20
HJK;2022;5;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;774;774
HJK;2022;5;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;1339;1339
HJK;2022;5;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;1545;1545
HJK;2022;5;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;812;812
HJK;2022;5;UNIDADE URGENCIA/EMERGENCIA;868;868
HJK;2022;5;UTI - ADULTO;280;280
HJK;2022;5;UTI - NEONATAL;10;10
HJK;2022;5;UTI - NEONATAL E PEDIATRICO UTIN E UCIN;600;600
HJK;2022;5;UTI COVID-19;294;294
HJK;2022;5;UTI CTI;46;46
HJK;2022;6;ALOJAMENTO CONJUNTO;1052;861
HJK;2022;6;UNIDADE DE CUIDADO INTERMEDIARIO NEONATAL CONVENCIONAL;300;300
HJK;2022;6;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;619;619
HJK;2022;6;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;1370;1370
HJK;2022;6;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;1500;1500
HJK;2022;6;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;581;581
HJK;2022;6;UNIDADE URGENCIA/EMERGENCIA;934;934
HJK;2022;6;UTI - ADULTO;600;600
HJK;2022;6;UTI - NEONATAL;300;300
HJK;2022;7;ALOJAMENTO CONJUNTO;1089;841
HJK;2022;7;UNIDADE DE CUIDADO INTERMEDIARIO NEONATAL CONVENCIONAL;310;310
HJK;2022;7;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;645;645
HJK;2022;7;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;1425;1425
HJK;2022;7;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;1550;1550
HJK;2022;7;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;597;597
HJK;2022;7;UNIDADE URGENCIA/EMERGENCIA;1292;1292
HJK;2022;7;UTI - ADULTO;520;520
HJK;2022;7;UTI - NEONATAL;310;310
HJK;2022;8;ALOJAMENTO CONJUNTO;1104;897
HJK;2022;8;UNIDADE DE CUIDADO INTERMEDIARIO NEONATAL CONVENCIONAL;310;310
HJK;2022;8;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;696;696
HJK;2022;8;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;1358;1358
HJK;2022;8;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;1542;1542
HJK;2022;8;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;738;738
HJK;2022;8;UNIDADE URGENCIA/EMERGENCIA;2137;2137
HJK;2022;8;UTI - ADULTO;310;310
HJK;2022;8;UTI - NEONATAL;310;310
HJK;2022;9;ALOJAMENTO CONJUNTO;1086;871
HJK;2022;9;UNIDADE DE CUIDADO INTERMEDIARIO NEONATAL CONVENCIONAL;300;300
HJK;2022;9;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;644;644
HJK;2022;9;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;1325;1325
HJK;2022;9;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;1498;1498
HJK;2022;9;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;731;731
HJK;2022;9;UNIDADE URGENCIA/EMERGENCIA;2156;2156
HJK;2022;9;UTI - ADULTO;300;300
HJK;2022;9;UTI - NEONATAL;300;300
HJK;2022;10;ALOJAMENTO CONJUNTO;1066;904
HJK;2022;10;UNIDADE DE CUIDADO INTERMEDIARIO NEONATAL CONVENCIONAL;310;310
HJK;2022;10;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;643;643
HJK;2022;10;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;1369;1369
HJK;2022;10;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;1542;1542
HJK;2022;10;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;624;624
HJK;2022;10;UNIDADE URGENCIA/EMERGENCIA;2317;2317
HJK;2022;10;UTI - ADULTO;310;310
HJK;2022;10;UTI - NEONATAL;310;310
HJK;2022;11;ALOJAMENTO CONJUNTO;1021;845
HJK;2022;11;UNIDADE DE CUIDADO INTERMEDIARIO NEONATAL CONVENCIONAL;300;300
HJK;2022;11;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;638;638
HJK;2022;11;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;1302;1302
HJK;2022;11;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;1463;1463
HJK;2022;11;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;558;558
HJK;2022;11;UNIDADE URGENCIA/EMERGENCIA;2250;2250
HJK;2022;11;UTI - ADULTO;300;300
HJK;2022;11;UTI - NEONATAL;300;300
HJK;2022;12;ALOJAMENTO CONJUNTO;1027;725
HJK;2022;12;UNIDADE DE CUIDADO INTERMEDIARIO NEONATAL CONVENCIONAL;310;310
HJK;2022;12;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;682;682
HJK;2022;12;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;1365;1365
HJK;2022;12;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;1497;1497
HJK;2022;12;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;617;617
HJK;2022;12;UNIDADE URGENCIA/EMERGENCIA;2312;2312
HJK;2022;12;UTI - ADULTO;310;310
HJK;2022;12;UTI - NEONATAL;310;310
HJK;2023;1;ALOJAMENTO CONJUNTO;944;708
HJK;2023;1;UNIDADE DE CUIDADO INTERMEDIARIO NEONATAL CONVENCIONAL;310;310
HJK;2023;1;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;643;643
HJK;2023;1;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;1512;1512
HJK;2023;1;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;1416;1416
